,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
866,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,,5790,5790,40530,N
867,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,,14160,7080,56640,N
868,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,,6630,13260,53040,N
869,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,,6040,6040,48320,N
870,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,,0,5240,41920,N
871,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,,0,4730,33110,N
872,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,,17880,5960,47680,Y
873,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,,8180,16360,73620,Y
874,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,,7080,14160,56640,N
875,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,,16500,11000,44000,Y
876,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,,1640,820,6560,N
877,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,,1040,520,4160,Y
878,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,,7760,15520,46560,N
879,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,,14100,14100,63450,N
880,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,,12600,12600,50400,N
881,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,,7460,7460,52220,Y
882,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,,3310,3310,23170,N
883,114,100/300,1000,1558.29,0,MALE,High School,farming-fishing,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,,14020,14020,49070,N
884,149,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,,10800,5400,48600,N
885,147,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,,10620,5310,37170,Y
886,62,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,NO,1,1,,6020,6020,48160,Y
887,289,500/1000,2000,1222.48,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,1,1,,1230,820,3280,N
888,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,,12460,6230,43610,N
889,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,,10940,10940,38290,Y
890,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,,8000,4000,28000,N
891,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,,16180,16180,64720,Y
892,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,,5740,5740,40180,N
893,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,,5680,5680,39760,N
894,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,,11280,11280,33840,N
895,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,,6890,0,48230,N
896,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,,0,14020,63090,N
897,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,,6280,6280,50240,Y
898,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,,810,810,5670,N
899,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,,15320,7660,53620,N
900,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,,6510,13020,52080,Y
901,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,,780,780,3510,Y
902,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,,7700,3850,23100,N
903,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,,6340,6340,50720,Y
904,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,,1300,650,4550,N
905,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,,6410,6410,51280,Y
906,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,,21450,7150,50050,N
907,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,,9380,9380,32830,N
908,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,,2770,2770,22160,N
909,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,,4700,4700,32900,N
910,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,,7910,15820,63280,N
911,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,,17680,17680,79560,N
912,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,,4710,9420,42390,N
913,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,,1120,1120,5040,N
914,180,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,,4200,8400,33600,Y
915,473,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,,10520,10520,42080,Y
916,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,,5790,5790,40530,N
917,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,,14160,7080,56640,N
918,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,,6630,13260,53040,N
919,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,,6040,6040,48320,N
920,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,,0,5240,41920,N
921,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,,0,4730,33110,N
922,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,,17880,5960,47680,Y
923,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,,8180,16360,73620,Y
924,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,,7080,14160,56640,N
925,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,,16500,11000,44000,Y
926,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,,1640,820,6560,N
927,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,,1040,520,4160,Y
928,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,,7760,15520,46560,N
929,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,,14100,14100,63450,N
930,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,,12600,12600,50400,N
931,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,,7460,7460,52220,Y
932,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,,3310,3310,23170,N
933,114,100/300,1000,1558.29,0,MALE,High School,farming-fishing,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,,14020,14020,49070,N
934,149,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,,10800,5400,48600,N
935,147,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,,10620,5310,37170,Y
936,62,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,NO,1,1,,6020,6020,48160,Y
937,289,500/1000,2000,1222.48,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,1,1,,1230,820,3280,N
938,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,,12460,6230,43610,N
939,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,,10940,10940,38290,Y
940,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,,8000,4000,28000,N
941,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,,16180,16180,64720,Y
942,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,,5740,5740,40180,N
943,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,,5680,5680,39760,N
944,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,,11280,11280,33840,N
945,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,,6890,0,48230,N
946,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,,0,14020,63090,N
947,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,,6280,6280,50240,Y
948,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,,810,810,5670,N
949,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,,15320,7660,53620,N
950,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,,6510,13020,52080,Y
951,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,,780,780,3510,Y
952,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,,7700,3850,23100,N
953,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,,6340,6340,50720,Y
954,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,,1300,650,4550,N
955,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,,6410,6410,51280,Y
956,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,,21450,7150,50050,N
957,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,,9380,9380,32830,N
958,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,,2770,2770,22160,N
959,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,,4700,4700,32900,N
960,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,,7910,15820,63280,N
961,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,,17680,17680,79560,N
962,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,,4710,9420,42390,N
963,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,,1120,1120,5040,N
964,180,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,,4200,8400,33600,Y
965,473,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,,10520,10520,42080,Y
966,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,,5790,5790,40530,N
967,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,,14160,7080,56640,N
968,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,,6630,13260,53040,N
969,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,,6040,6040,48320,N
970,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,,0,5240,41920,N
971,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,,0,4730,33110,N
972,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,,17880,5960,47680,Y
973,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,,8180,16360,73620,Y
974,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,,7080,14160,56640,N
975,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,,16500,11000,44000,Y
976,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,,1640,820,6560,N
977,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,,1040,520,4160,Y
978,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,,7760,15520,46560,N
979,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,,14100,14100,63450,N
980,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,,12600,12600,50400,N
981,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,,7460,7460,52220,Y
982,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,,3310,3310,23170,N
983,114,100/300,1000,1558.29,0,MALE,High School,farming-fishing,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,,14020,14020,49070,N
984,149,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,,10800,5400,48600,N
985,147,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,,10620,5310,37170,Y
986,62,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,NO,1,1,,6020,6020,48160,Y
987,289,500/1000,2000,1222.48,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,1,1,,1230,820,3280,N
988,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,,12460,6230,43610,N
989,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,,10940,10940,38290,Y
990,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,,8000,4000,28000,N
991,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,,16180,16180,64720,Y
992,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,,5740,5740,40180,N
993,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,,5680,5680,39760,N
994,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,,11280,11280,33840,N
995,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,,6890,0,48230,N
996,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,,0,14020,63090,N
997,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,,6280,6280,50240,Y
998,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,,810,810,5670,N
999,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,,15320,7660,53620,N
1000,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,,6510,13020,52080,Y
1001,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,,780,780,3510,Y
1002,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,,7700,3850,23100,N
1003,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,,6340,6340,50720,Y
1004,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,,1300,650,4550,N
1005,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,,6410,6410,51280,Y
1006,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,,21450,7150,50050,N
1007,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,,9380,9380,32830,N
1008,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,,2770,2770,22160,N
1009,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,,4700,4700,32900,N
1010,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,,7910,15820,63280,N
1011,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,,17680,17680,79560,N
1012,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,,4710,9420,42390,N
1013,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,,1120,1120,5040,N
